CH13	-14.75	74.14	-3.76
CH14	15.07	73.29	-3.76
CH15	-26.68	69.03	12.43
CH16	0.59	74.14	11.57
CH17	27.85	66.47	9.87
CH18	-13.90	70.73	22.65
CH19	14.22	69.03	24.35
CH20	-23.27	60.51	37.99
CH21	0.59	64.77	37.13
CH22	24.44	59.65	36.28
CH23	-11.34	57.10	47.36
CH24	10.81	55.39	48.21
TEMPLATE Colin27(570mm)
